word,surprise,anger,sadness,happy,fear
regions ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287
regulation ,0.053571433,0.017857144,0.08928572,0.017857144,0.017857144
relationship ,0.011151296,0.028631708,0.034056664,0.034056664,0.030440025
relationships ,0.015109891,0.03159341,0.026098901,0.017857144,0.050824177
relative ,0.003759399,0.036340855,0.036340855,0.018796993,0.018796993
release ,3.49E-05,3.49E-05,3.17E-06,3.49E-05,6.03E-05
relief ,0.007936507,0.002816181,0.002816181,0.12570405,0.004352279
religion ,0.007598785,0.010638299,0.007598785,0.083586626,0.03495441
religious ,0.024725277,0.019230772,0.019230772,0.052197803,0.030219782
remain ,0.023351649,0.020604398,0.015109891,0.053571433,0.03159341
removal ,0.08928572,0.017857144,0.017857144,0.017857144,0.017857144
removed ,0.006274132,0.1269305,0.002413127,0.003378379,0.003378379
repair ,0.026785716,0.08035715,0.008928572,0.026785716,0.026785716
replacement ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
replies ,0.023809526,0.039682545,0.05555556,0.039682545,0.007936508
reported ,0.05,0.035714287,0.007142858,0.035714287,0.021428574
reporting ,0.08928572,0.017857144,0.017857144,0.017857144,0.053571433
represent ,0.017857144,0.053571433,0.053571433,0.017857144,0.053571433
representative ,0.071428575,0.014285715,0.014285715,0.042857148,0.042857148
requests ,0.035714287,0.07857143,0.021428574,0.021428574,0.007142858
require ,0.023809526,0.033333335,0.033333335,0.042857148,0.023809526
reserve ,0.014285715,0.1,0.042857148,0.014285715,0.014285715
residential ,0.023809526,0.023809526,0.023809526,0.023809526,0.11904762
residents ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
respect ,0.011216057,0.01475797,0.012396695,0.09149942,0.005312869
respective ,0.071428575,0.042857148,0.042857148,0.014285715,0.014285715
returned ,0.016741073,0.025669644,0.014508929,0.063616075,0.016741073
revenue ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
reviewed ,0.053571433,0.017857144,0.053571433,0.017857144,0.053571433
revised ,0.071428575,0.023809526,0.071428575,0.023809526,0.023809526
revision ,0.010204082,0.010204082,0.030612247,0.05102041,0.071428575
rich ,0.008540373,0.013198759,0.008540373,0.104813665,0.005434783
ride ,0.04403131,0.016634053,0.018590998,0.020547947,0.04403131
rings ,0.029411767,0.029411767,0.03781513,0.029411767,0.029411767
rise ,0.071428575,0.042857148,0.004761905,0.033333335,0.004761905
risk ,0.006696429,0.011160715,0.03794643,0.024553573,0.06919643
roll ,0.014880952,0.0625,0.026785716,0.032738097,0.014880952
rose ,0.039682545,0.02910053,0.018518519,0.05555556,0.007936508
route ,0.02777778,0.035714287,0.003968254,0.011904763,0.05952381
row ,0.051587302,0.02777778,0.043650795,0.019841272,0.011904763
run ,1.78E-04,9.28E-05,2.16E-04,1.05E-04,1.94E-04
runs ,0.053571433,0.001984127,0.049603175,0.025793651,0.017857144
rural ,0.1,0.014285715,0.014285715,0.014285715,0.042857148
russia ,0.12857144,0.014285715,0.014285715,0.014285715,0.014285715
sa ,0.010204082,0.112244904,0.030612247,0.010204082,0.010204082
safe ,0.014400923,0.008640553,0.001728111,0.08928572,0.030529955
safety ,0.012755103,0.002551021,0.012755103,0.038265307,0.08418368
samples ,0.017857144,0.017857144,0.017857144,0.017857144,0.053571433
save ,0.023291927,0.020186339,0.035714287,0.035714287,0.0326087
savings ,0.014285715,0.014285715,0.1,0.042857148,0.014285715
saying ,0.028159343,0.04601648,0.024496337,0.013507325,0.027701467
says ,8.33E-05,1.02E-04,6.90E-05,1.26E-04,1.02E-04
scene ,0.049392097,0.020516718,0.012917933,0.017477205,0.011398178
scheme ,0.026785716,0.026785716,0.04464286,0.026785716,0.04464286
schools ,1.69E-05,1.02E-05,2.37E-05,1.02E-05,2.37E-05
scotland ,0.042857148,0.014285715,0.014285715,0.014285715,0.1
scott ,0.035714287,0.021428574,0.035714287,0.035714287,0.035714287
script ,0.045454547,0.045454547,0.006493507,0.05844156,0.006493507
seat ,0.035014007,0.03781513,0.009803923,0.012605043,0.029411767
seattle ,0.026785716,0.026785716,0.04464286,0.026785716,0.04464286
secondary ,0.004983389,0.041528244,0.004983389,0.068106316,0.008305648
secret ,0.045238096,0.030952383,0.011904763,0.030952383,0.030952383
secure ,0.00868726,9.65E-04,0.002895753,0.122586876,0.00868726
security ,0.010204082,0.010204082,0.010204082,0.06462585,0.057823133
seeing ,0.042158972,0.026047263,0.016917294,0.020139635,0.023899036
seeking ,0.025510205,0.025510205,0.045918368,0.045918368,0.015306124
seem ,0.028505899,0.028505899,0.03178244,0.016055046,0.03833552
selected ,0.006868132,0.012362639,0.004120879,0.114011,0.009615386
sell ,1.65E-05,9.87E-06,3.62E-05,2.30E-05,2.96E-05
seller ,3.47E-06,2.43E-05,3.47E-06,1.04E-05,1.04E-05
senate ,0.1,0.014285715,0.014285715,0.042857148,0.014285715
sense ,0.029269034,0.010160754,0.022899607,0.051107068,0.029875645
separate ,0.001025291,0.1349966,0.003075872,0.001708818,0.003075872
sequence ,0.071428575,0.023809526,0.007936508,0.039682545,0.023809526
serial ,0.05952381,0.011904763,0.035714287,0.035714287,0.035714287
serve ,0.035714287,0.019230772,0.013736265,0.035714287,0.024725277
served ,0.02631579,0.02631579,0.018796993,0.018796993,0.011278195
serving ,0.012605043,0.054621853,0.021008406,0.029411767,0.021008406
sexual ,0.007246377,0.005175984,0.00310559,0.007246377,0.0320911
sexy ,0.035714287,0.016233768,0.00974026,0.081168845,0.00974026
share ,2.67E-04,1.67E-04,5.66E-05,1.59E-04,2.49E-04
shared ,0.021683674,0.036989797,0.011479592,0.034438778,0.04209184
shares ,0.014285715,0.071428575,0.014285715,0.042857148,0.042857148
sharing ,0.01845907,0.021669341,0.012038524,0.02327448,0.06982344
shirt ,0.01724138,0.027093597,0.032019705,0.05665025,0.007389163
shirts ,0.045454547,0.032467537,0.045454547,0.032467537,0.006493507
shops ,0.046428572,0.017857144,0.017857144,0.025,0.046428572
shot ,0.005067568,0.00265444,0.006515444,0.005067568,0.12331082
signal ,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
signature ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
signs ,0.027950311,0.02173913,0.02173913,0.00931677,0.071428575
silver ,0.011904763,0.035714287,0.05952381,0.05952381,0.011904763
similar ,6.42E-05,5.86E-05,6.42E-05,6.42E-05,5.86E-05
simple ,0.054371007,0.026652452,0.020255864,0.026652452,0.018123668
singapore ,0.026785716,0.026785716,0.04464286,0.026785716,0.04464286
singles ,0.125,0.017857144,0.017857144,0.017857144,0.017857144
ski ,0.016483517,0.049450554,0.005494506,0.02747253,0.060439564
sky ,0.04407295,0.007598785,0.007598785,0.07446809,0.013677813
sleep ,0.01388889,0.013359789,0.09007938,0.009656085,0.01521164
slightly ,0.035972465,0.03218589,0.020137694,0.009122204,0.045955252
slow ,0.021514632,0.026678141,0.043889847,0.028399313,0.021514632
smart ,0.012038524,0.010433387,0.01845907,0.098715894,0.004012841
smoking ,0.011773941,0.003924647,0.008634224,0.003924647,0.010204082
snow ,0.034798536,0.02747253,0.04578755,0.009157511,0.031135533
soccer ,0.04464286,0.008928572,0.026785716,0.0625,0.026785716
social ,8.82E-05,9.72E-05,1.29E-04,5.20E-05,1.20E-04
sold ,0.027093597,0.032019705,0.027093597,0.007389163,0.041871924
solid ,0.027950311,0.00931677,0.034161493,0.02173913,0.059006214
solutions ,1.73E-05,3.47E-06,1.04E-05,1.04E-05,1.04E-05
songs ,0.054846942,0.029336737,0.003826531,0.029336737,0.024234693
sorry ,0.012233623,0.042225733,0.072217844,0.00513023,0.00907656
sort ,0.047117043,0.016135974,0.028614458,0.024311535,0.02560241
sorted ,0.035714287,0.007142858,0.035714287,0.021428574,0.06428572
soul ,0.009594884,0.027363185,0.010305615,0.091329075,0.00533049
sounds ,0.053030305,0.031385284,0.022727273,0.016233768,0.022727273
spa ,0.017857144,0.017857144,0.053571433,0.08928572,0.017857144
spam ,0.023809526,0.11904762,0.023809526,0.023809526,0.023809526
speak ,0.024475526,0.025474526,0.01948052,0.031468533,0.033466533
speaker ,0.011904763,0.011904763,0.011904763,0.05952381,0.035714287
speakers ,0.023809526,0.039682545,0.023809526,0.007936508,0.071428575
special ,0.03263955,0.012771997,0.012771997,0.078997165,0.00614948
specifically ,0.058035716,0.004464286,0.013392858,0.02232143,0.058035716
specifications ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
specs ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
speech ,0.02173913,0.034161493,0.00310559,0.04037267,0.052795034
speed ,0.06613757,0.013227513,0.013227513,0.034391537,0.018518519
spend ,0.031693473,0.038315993,0.037369918,0.018448438,0.014664144
spent ,0.030897012,0.031561464,0.034219272,0.02358804,0.02358804
spirit ,0.027389904,0.009129969,0.038131043,0.05961332,0.010204082
sponsor ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
spot ,0.026132407,0.029616725,0.022648085,0.03658537,0.03310105
spring ,0.01737452,0.036679536,0.025096526,0.036679536,0.025096526
springs ,0.014285715,0.014285715,0.014285715,0.071428575,0.014285715
src ,0.040966388,0.034663867,0.017857144,0.034663867,0.017857144
standing ,0.028409094,0.021915587,0.025162337,0.015422079,0.04951299
star ,7.17E-05,2.18E-05,3.12E-06,8.42E-05,9.36E-06
stated ,0.023809526,0.007936508,0.071428575,0.023809526,0.039682545
statements ,0.038461544,0.049450554,0.02747253,0.02747253,0.016483517
static ,0.017857144,0.017857144,0.08928572,0.053571433,0.017857144
stats ,0.039682545,0.05555556,0.039682545,0.007936508,0.023809526
stories ,1.14E-04,8.99E-05,4.13E-05,4.13E-05,1.24E-04
story ,2.13E-04,8.97E-05,1.04E-04,1.64E-04,1.35E-04
straight ,0.032879822,0.023809526,0.0260771,0.021541951,0.041950118
stream ,0.006493507,0.032467537,0.05844156,0.032467537,0.032467537
strength ,0.03033268,0.006849316,0.034246575,0.04403131,0.03033268
stress ,0.024801588,0.034722224,0.032738097,0.02281746,0.03075397
style ,6.95E-05,5.84E-05,6.95E-05,8.62E-05,4.17E-05
success ,0.005560308,0.005560308,0.008126604,0.11847733,0.004704876
successful ,0.002304148,0.0033676,0.001949663,0.13062744,0.004076569
suggest ,0.035714287,0.05,0.021428574,0.021428574,0.035714287
suggestions ,0.010204082,0.030612247,0.010204082,0.030612247,0.091836736
supplied ,0.053571433,0.017857144,0.053571433,0.017857144,0.053571433
supports ,0.0625,0.026785716,0.026785716,0.026785716,0.026785716
surgery ,0.052123554,0.005791506,0.013513515,0.009652509,0.06756757
sweet ,0.007749327,0.065700814,0.012466308,0.051549867,0.006401618
sydney ,0.017857144,0.017857144,0.053571433,0.017857144,0.08928572
tables ,0.035714287,0.035714287,0.011904763,0.035714287,0.011904763
tag ,0.035714287,0.035714287,0.035714287,0.035714287,0.021428574
taken ,0.02532124,0.02910053,0.017762661,0.035147395,0.028344672
talking ,0.023430394,0.035714287,0.021610556,0.015241128,0.033439495
tape ,0.007142858,0.007142858,0.021428574,0.035714287,0.05
target ,0.019230772,0.013736265,0.046703298,0.052197803,0.019230772
task ,0.008928572,0.030357145,0.037500005,0.04464286,0.026785716
taxes ,0.005102041,0.107142866,0.005102041,0.025510205,0.015306124
taylor ,0.030612247,0.091836736,0.010204082,0.030612247,0.010204082
tea ,0.011111112,0.04603175,0.02698413,0.033333335,0.017460318
teams ,0.011904763,0.05952381,0.05952381,0.011904763,0.011904763
technologies ,0.08928572,0.017857144,0.017857144,0.017857144,0.053571433
tennessee ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
tennis ,0.014880952,0.09821429,0.008928572,0.026785716,0.002976191
term ,5.30E-05,4.19E-05,7.53E-05,9.21E-05,5.86E-05
thanks ,0.032818533,0.009652509,0.040540542,0.040540542,0.025096526
theater ,0.040178575,0.013392858,0.040178575,0.02232143,0.040178575
theatre ,0.033333335,0.014285715,0.052380957,0.004761905,0.033333335
throughout ,0.054347828,0.017080747,0.035714287,0.017080747,0.017080747
ticket ,0.020000001,0.060000002,0.037142858,0.008571429,0.014285715
tickets ,0.00931677,0.052795034,0.02173913,0.027950311,0.034161493
tim ,0.02747253,0.016483517,0.02747253,0.02747253,0.060439564
tip ,0.008928572,0.04464286,0.008928572,0.04464286,0.0625
tits ,0.023809526,0.023809526,0.023809526,0.11904762,0.023809526
together ,0.03763441,0.024321558,0.020737328,0.029441886,0.026369687
toll ,0.017857144,0.029761905,0.053571433,0.005952382,0.053571433
toronto ,0.017857144,0.053571433,0.053571433,0.053571433,0.017857144
touch ,0.02465234,0.018331226,0.020859672,0.051201012,0.028445007
tour ,0.02173913,0.015527951,0.027950311,0.04037267,0.034161493
tourism ,0.071428575,0.042857148,0.042857148,0.014285715,0.014285715
toward ,0.006951103,0.024209015,0.004554171,0.09707574,0.009348035
towards ,0.021766696,0.061073545,0.009509722,0.012468303,0.026838547
toy ,0.04464286,0.008928572,0.008928572,0.0625,0.04464286
trademark ,0.071428575,0.023809526,0.023809526,0.023809526,0.071428575
train ,0.024590166,0.031615928,0.024590166,0.022248244,0.024590166
training ,0.027056279,0.007575758,0.0487013,0.02922078,0.031385284
translation ,0.014285715,0.071428575,0.042857148,0.042857148,0.014285715
travel ,0.022248244,0.022248244,0.029274005,0.024590166,0.040983606
trees ,0.041208792,0.052197803,0.008241759,0.041208792,0.008241759
trends ,0.042857148,0.042857148,0.042857148,0.042857148,0.014285715
tried ,0.017609127,0.042906746,0.024057541,0.014632937,0.01860119
trip ,0.016836736,0.020918367,0.015816327,0.039285716,0.036224492
truck ,0.038461544,0.016483517,0.016483517,0.02747253,0.060439564
true ,0.03388947,0.025547447,0.014077165,0.035974976,0.034932222
trust ,0.013326226,0.019722816,0.020788914,0.038912583,0.049573563
truth ,0.008678238,0.026034715,0.018024033,0.05807744,0.034045395
turkey ,0.058035716,0.004464286,0.06696429,0.013392858,0.013392858
turned ,0.024436092,0.03195489,0.014411029,0.021929825,0.034461156
ultimate ,0.05102041,0.010204082,0.030612247,0.030612247,0.05102041
understand ,0.023437502,0.03013393,0.024776788,0.024330357,0.032812502
unknown ,0.013392858,0.016369049,0.007440476,0.02529762,0.07291667
ups ,0.009259259,0.006613757,0.109788366,0.014550265,0.006613757
urban ,0.11904762,0.023809526,0.023809526,0.023809526,0.023809526
useful ,0.011520738,0.008448541,0.017665131,0.094470054,0.013056836
utah ,0.071428575,0.010204082,0.071428575,0.010204082,0.010204082
utility ,0.014285715,0.042857148,0.014285715,0.014285715,0.1
valid ,0.023809526,0.023809526,0.023809526,0.071428575,0.071428575
var ,0.006493507,0.05844156,0.071428575,0.01948052,0.006493507
vehicles ,0.023809526,0.023809526,0.023809526,0.071428575,0.071428575
vendor ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
vhs ,0.071428575,0.023809526,0.023809526,0.071428575,0.023809526
vice ,0.01948052,0.032467537,0.032467537,0.05844156,0.01948052
victoria ,0.026785716,0.04464286,0.0625,0.008928572,0.026785716
viewed ,0.017857144,0.017857144,0.053571433,0.053571433,0.053571433
viewing ,0.05,0.007142858,0.007142858,0.021428574,0.035714287
vintage ,0.07857143,0.021428574,0.021428574,0.021428574,0.021428574
violence ,0.020000001,0.020000001,0.025714288,0.008571429,0.042857148
virus ,0.008928572,0.008928572,0.04464286,0.008928572,0.0625
void ,0.021428574,0.035714287,0.021428574,0.021428574,0.06428572
votes ,0.035714287,0.05952381,0.05952381,0.011904763,0.011904763
voyeur ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
waiting ,0.020223752,0.02452668,0.025387265,0.033993118,0.033993118
wales ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
walk ,0.036315538,0.01899952,0.025733527,0.031024532,0.02861953
wall ,0.048104957,0.010204082,0.021865891,0.03644315,0.024781343
wanted ,0.019150127,0.039278727,0.025580097,0.026977915,0.02082751
wants ,0.013248849,0.019009218,0.012096775,0.020161292,0.07891706
war ,5.48E-06,2.01E-05,2.01E-05,3.84E-05,5.79E-04
warning ,0.038461544,0.016483517,0.049450554,0.038461544,0.016483517
warranty ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
wars ,0.035714287,0.035714287,0.011904763,0.035714287,0.011904763
waste ,0.012087913,0.02747253,0.03626374,0.012087913,0.012087913
wear ,0.025627045,0.015812432,0.013631407,0.061613962,0.027808072
weather ,4.90E-05,7.99E-05,1.26E-04,4.90E-05,1.01E-04
webmaster ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287
weekend ,0.028474905,0.0246139,0.041988418,0.027509654,0.017857144
weight ,0.024909966,0.005702281,0.077130854,0.019507805,0.015306124
well ,0.020311799,0.013716085,0.021361116,0.03635137,0.018962676
whatever ,0.030901723,0.021783182,0.030901723,0.030901723,0.029888552
whether ,1.42E-04,7.40E-05,5.80E-05,6.20E-05,2.90E-04
whom ,0.008977361,0.030054646,0.023028886,0.044886813,0.014441843
wide ,0.054347828,0.007763975,0.029503107,0.026397517,0.029503107
wild ,0.033834588,0.011278195,0.02631579,0.02631579,0.041353386
williams ,0.008928572,0.008928572,0.008928572,0.008928572,0.13392858
wine ,0.035714287,0.016917294,0.043233085,0.028195491,0.020676693
winning ,0.002806123,7.65E-04,0.002295919,0.13494898,0.002295919
wire ,0.014285715,0.042857148,0.042857148,0.014285715,0.071428575
wisconsin ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
wish ,0.03170554,0.034620993,0.020772597,0.032434404,0.02441691
won ,0.019964509,0.02173913,0.020851819,0.06344277,0.018189885
wonderful ,0.06492554,0.002622194,0.003880848,0.06849172,0.003251521
workshop ,0.008928572,0.008928572,0.04464286,0.04464286,0.0625
worth ,0.021137025,0.0196793,0.038629737,0.04008746,0.024052478
writer ,0.04826255,0.02895753,0.009652509,0.009652509,0.052123554
wrong ,0.004230961,0.116724744,0.009208562,0.002903601,0.008876721
yeah ,0.03781513,0.021008406,0.026610646,0.032212887,0.029411767
yesterday ,0.02800325,0.015016234,0.03206169,0.04261364,0.023944804
zero ,0.033333335,0.033333335,0.033333335,0.004761905,0.052380957
zoom ,0.053571433,0.017857144,0.017857144,0.08928572,0.017857144
